450716,123000.0,45001,USA,ALAMOGORDO,DOE,32.540,-105.570,0.0,0.0,-0.100,21.0,21.0,WR,TRINITY,TOWER
450805,231500.0,45002,USA,HIROSHIMA,DDE,34.230,132.270,0.0,0.0,-0.600,15.0,15.0,COMBAT,LITTLEBOY,AIRDROP
450809,15800.0,45003,USA,NAGASAKI,DOE,32.450,129.520,0.0,0.0,-0.600,21.0,21.0,COMBAT,FATMAN,AIRDROP
460630,220100.0,46001,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.200,21.0,21.0,WE,ABLE,AIRDROP
460724,213500.0,46002,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,0.030,21.0,21.0,WE,BAKER,UW
480414,181700.0,48001,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.080,37.0,37.0,WR,X-RAY,TOWER
480430,180900.0,48002,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.080,49.0,49.0,WR,YOKE,TOWER
480514,180400.0,48003,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.080,18.0,18.0,WR,ZEBRA,TOWER
490829,12000.0,49001,USSR,SEMI KAZAKH,DOE,48.000,76.000,0.0,0.0,0.000,22.0,22.0,WR,,SURFACE
510127,134500.0,51001,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.350,1.0,1.0,WR,ABLE,AIRDROP
510128,135200.0,51002,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.350,8.0,8.0,WR,BAKER,AIRDROP
510201,134700.0,51003,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.350,1.0,1.0,WR,EASY,AIRDROP
510202,134900.0,51004,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.400,8.0,8.0,WR,BAKER2,AIRDROP
510206,134700.0,51005,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,22.0,22.0,WR,FOX,AIRDROP
510407,183400.0,51006,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.100,81.0,81.0,WR,DOG,TOWER
510420,182700.0,51007,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.100,47.0,47.0,WR,EASY,TOWER
510508,213000.0,51008,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.070,225.0,225.0,WR,GEORGE,TOWER
510524,181700.0,51009,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.070,45.5,45.5,WR,ITEM,TOWER
510924,0.0,51010,USSR,SEMI KAZAKH,DOE,48.000,76.000,0.0,0.0,0.000,38.0,38.0,WR,,SURFACE
511018,0.0,51011,USSR,SEMI KAZAKH,DOE,48.000,76.000,0.0,0.0,0.000,42.0,42.0,WR,,AIRDROP
511022,140000.0,51012,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.030,0.0,0.1,WR,ABLE,TOWER
511028,152000.0,51013,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.400,3.5,3.5,WR,BAKER,AIRDROP
511030,150000.0,51014,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.400,14.0,14.0,WR,CHARLIE,AIRDROP
511101,153000.0,51015,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.500,21.0,21.0,WR,DOG,AIRDROP
511105,163000.0,51016,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.450,31.0,31.0,WR,EASY,AIRDROP
511119,170000.0,51017,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.001,1.2,1.2,WE,SUGAR,SURFACE
511129,200000.0,51018,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.010,1.2,1.2,WE,UNCLE,CRATER
520401,170000.0,52001,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.250,1.0,1.0,WE,ABLE,AIRDROP
520415,173000.0,52002,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.350,1.0,1.0,WE,BAKER,AIRDROP
520422,173000.0,52003,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-1.150,31.0,31.0,WR,CHARLIE,AIRDROP
520501,163000.0,52004,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.350,19.0,19.0,WR,DOG,AIRDROP
520507,121500.0,52005,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,12.0,12.0,WR,EASY,TOWER
520525,120000.0,52006,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,11.0,11.0,WR,FOX,TOWER
520601,115500.0,52007,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,15.0,15.0,WR,GEORGE,TOWER
520605,115500.0,52008,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,14.0,14.0,WR,HOW,TOWER
521003,80000.0,52009,UK,MONTEB AUSTR,DOE,-20.400,115.570,0.0,0.0,-0.001,25.0,25.0,WE,HURRICANE,SHIP
521031,191500.0,52010,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,10400.0,10400.0,WR,MIKE,SURFACE
521115,0.0,52011,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.500,500.0,500.0,WR,KING,AIRDROP
530317,132000.0,53001,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,16.0,16.0,WR,ANNIE,TOWER
530324,131000.0,53002,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,24.0,24.0,WR,NANCY,TOWER
530331,130000.0,53003,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,0.2,0.2,WR,RUTH,TOWER
530406,153000.0,53004,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-2.000,11.0,11.0,WR,DIXIE,AIRDROP
530411,124500.0,53005,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.030,0.2,0.2,WR,RAY,TOWER
530418,123500.0,53006,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,23.0,23.0,WR,BADGER,TOWER
530425,123000.0,53007,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,43.0,43.0,WR,SIMON,TOWER
530508,153000.0,53008,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.800,27.0,27.0,WE,ENCORE,AIRDROP
530519,120500.0,53009,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,32.0,32.0,WR,HARRY,TOWER
530525,153000.0,53010,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,15.0,15.0,WR,GRABLE,ATMOSPH
530604,111500.0,53011,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.400,61.0,61.0,WR,CLIMAX,AIRDROP
530812,0.0,53012,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,400.0,400.0,WR,,SURFACE
530823,0.0,53013,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,28.0,28.0,WR,,ATMOSPH
530903,0.0,53014,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,5.8,5.8,WR,,ATMOSPH
530908,0.0,53015,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,1.6,1.6,WR,,ATMOSPH
530910,0.0,53016,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,4.9,4.9,WR,,ATMOSPH
531014,223000.0,53017,UK,EMU AUSTR,DOE,-28.700,132.350,0.0,0.0,0.000,10.0,10.0,WR,TOTEM:1,TOWER
531026,223000.0,53018,UK,EMU AUSTR,DOE,-28.700,132.350,0.0,0.0,0.000,8.0,8.0,WR,TOTEM:2,TOWER
540228,184500.0,54001,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,15000.0,15000.0,WR,BRAVO,SURFACE
540326,183000.0,54002,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,11000.0,11000.0,WR,ROMEO,BARGE
540406,182000.0,54003,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,110.0,110.0,WR,KOON,SURFACE
540425,181000.0,54004,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,6900.0,6900.0,WR,UNION,BARGE
540504,181000.0,54005,USA,BIKINI,DOE,11.350,165.200,0.0,0.0,-0.001,13500.0,13500.0,WR,YANKEE,BARGE
540513,182000.0,54006,USA,ENEWETAK,DOE,11.300,162.150,0.0,0.0,-0.001,1690.0,1690.0,WR,NECTAR,BARGE
540914,53600.0,54007,USSR,ORENBG RUSS,DOE,52.000,55.000,0.0,0.0,0.000,40.0,40.0,ME,,ATMOSPH
540929,0.0,54008,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.2,0.2,WR,,ATMOSPH
541001,0.0,54009,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.03,0.03,WR,,ATMOSPH
541003,0.0,54010,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,2.0,2.0,WR,,ATMOSPH
541005,0.0,54011,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,4.0,4.0,WR,,SURFACE
541008,0.0,54012,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.8,0.8,WR,,ATMOSPH
541019,0.0,54013,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,0.0,0.001,WR,,SURFACE
541023,0.0,54014,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,62.0,62.0,WR,,ATMOSPH
541026,0.0,54015,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,2.8,2.8,WR,,ATMOSPH
541030,0.0,54016,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,10.0,10.0,WR,,SURFACE
550218,200000.0,55001,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.250,1.0,1.0,WE,WASP,AIRDROP
550222,134500.0,55002,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,2.0,2.0,WR,MOTH,TOWER
550301,133000.0,55003,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,7.0,7.0,WR,TESLA,TOWER
550307,132000.0,55004,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,43.0,43.0,WR,TURK,TOWER
550312,132000.0,55005,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,4.0,4.0,WR,HORNET,TOWER
550322,130500.0,55006,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,8.0,8.0,WR,BEE,TOWER
550323,203000.0,55007,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.020,1.0,1.0,WE,ESS,CRATER
550329,125500.0,55008,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,14.0,14.0,WR,APPLE:1,TOWER
550329,180000.0,55009,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.250,3.0,3.0,WR,WASP PRIME,AIRDROP
550406,180000.0,55010,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-12.000,3.0,3.0,WE,HA,AIRDROP
550409,123000.0,55011,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,2.0,2.0,WR,POST,TOWER
550415,191500.0,55012,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.100,22.0,22.0,WE,MET,TOWER
550505,121000.0,55013,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,29.0,29.0,WR,APPLE:2,TOWER
550514,0.0,55014,USA,OFFUSWCOAST,DOE,29.000,-126.000,0.0,0.0,0.000,30.0,30.0,WE,WIGWAM,UW
550515,120000.0,55015,USA,NTS,DOE,37.000,-116.000,0.0,0.0,-0.200,28.0,28.0,WR,ZUCCHINI,TOWER
550729,0.0,55016,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,1.3,1.3,WR,,SURFACE
550802,0.0,55017,USSR,SEMI KAZAKH,DOE,50.000,78.000,0.0,0.0,0.000,12.0,12.0,WR,,SURFACE
550805,0.0,55018,USSR,SEMI KAZAKH,MTM,50.000,78.000,0.0,0.0,0.000,1.2,1.2,WR,,SURFACE
550921,0.0,55019,USSR,NZ RUSS,DOE,73.000,55.000,0.0,0.0,0.000,3.5,3.5,WE,,UW
551101,221000.0,55022,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,PROJECT 56:1,SURFACE
551103,211500.0,55023,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,PROJECT 56:2,SURFACE
551105,195500.0,55024,USA,NTS,DOE,37.000,-116.000,0.0,0.0,0.000,0.0,0.0,SE,PROJECT 56:3,SURFACE
